file,sheet,field,dtype,non_null_rate,unique_count,sample_values_masked,possible_entity,possible_metric,notes
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,状态,text_or_mixed,1.0000,2,有效 | 即将上架 | 即将上架,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202607,text_or_mixed,0.9744,38,316.2 | 1759.29 | 33395.3,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202606,text_or_mixed,0.8718,34,1181 | 318553.35 | 49478.84,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202605,text_or_mixed,0.6923,27,300 | 288037.08 | 44724.04,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202604,text_or_mixed,0.5641,22,528 | 208811.94 | 43022.57,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202603,text_or_mixed,0.4359,17,2176 | 292587.04 | 40549.01,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202602,text_or_mixed,0.3333,13,1478 | 120386.2 | 37433.4,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202601,text_or_mixed,0.3590,14,664 | 753.97 | 106946.81,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202512,text_or_mixed,0.3590,13,984 | 812 | 52606,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202511,text_or_mixed,0.3590,12,210 | 3305.95 | 89642.26,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202510,text_or_mixed,0.3590,11,210 | 6072.6 | 39036.46,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202509,text_or_mixed,0.3590,10,64 | 1740 | 58450.55,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202508,text_or_mixed,0.3590,7,845 | 2950 | 126189.06,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202507,text_or_mixed,0.3590,6,1398 | 0 | 94487.05,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202506,text_or_mixed,0.3590,4,906 | 0 | 16273.3,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202505,text_or_mixed,0.3590,4,175 | 0 | 280.4,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202504,text_or_mixed,0.3590,3,745 | 0 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202503,text_or_mixed,0.3590,3,613 | 0 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202502,text_or_mixed,0.3590,3,1345 | 0 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202501,text_or_mixed,0.3590,3,2055 | 0 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202412,text_or_mixed,0.3590,3,175 | 0 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202411,text_or_mixed,0.3590,3,1763 | 0 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202410,text_or_mixed,0.3590,3,3198.8 | 0 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202409,text_or_mixed,0.3590,2,2267 | 0 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202408,text_or_mixed,0.3590,2,2305.9 | 0 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202407,text_or_mixed,0.3590,2,4457.9 | 0 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202406,text_or_mixed,0.3590,2,3969.42 | 0 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202405,text_or_mixed,0.3590,2,1632.9 | 0 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202404,text_or_mixed,0.3590,2,1848.9 | 0 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202403,text_or_mixed,0.3590,2,1900.9 | 0 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202402,text_or_mixed,0.3590,2,2435.34 | 0 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202401,text_or_mixed,0.3590,2,4624.75 | 0 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202312,text_or_mixed,0.3590,2,849.54 | 0 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202311,text_or_mixed,0.3590,2,977.58 | 0 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202310,text_or_mixed,0.3590,2,325.24 | 0 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202309,text_or_mixed,0.3590,2,314.95 | 0 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202308,text_or_mixed,0.3590,1,0 | 0 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202307,text_or_mixed,0.3590,2,100 | 0 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202306,text_or_mixed,0.3590,1,0 | 0 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202305,text_or_mixed,0.3590,1,0 | 0 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202304,text_or_mixed,0.3590,1,0 | 0 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202303,text_or_mixed,0.3590,1,0 | 0 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202302,text_or_mixed,0.3590,1,0 | 0 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,a202301,text_or_mixed,0.3590,1,0 | 0 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,商务对接人,text_or_mixed,1.0000,1,高运 | 高运 | 高运,operator,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,简称,text_or_mixed,1.0000,39,子钦医疗 | 四川赤泉甘木生物科技 | 四川共创盛世商贸,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,运营名称,text_or_mixed,0.8205,1,高运 | 高运 | 高运,operator,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,对应人,text_or_mixed,1.0000,1,高运 | 高运 | 高运,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,主店铺ID,text_or_mixed,1.0000,35,11628 | 21117 | 21206,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,商业每月GMV,合并统计店铺,text_or_mixed,1.0000,35,子钦医疗 | 四川赤泉甘木生物科技 | 四川共创盛世商贸,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况,供应商ID,text_or_mixed,1.0000,27,23871 | 24075 | 24236,merchant_supplier,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况,简称,text_or_mixed,1.0000,27,好品惠 | 好尔思健康 | 重庆即美购供应链管理,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况,供应商省份,text_or_mixed,1.0000,6,广东省 | 四川省 | 重庆市,merchant_supplier;region,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况,状态,text_or_mixed,1.0000,1,有效 | 有效 | 有效,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况,商业保证金,text_or_mixed,1.0000,3,50000 | 20000 | 100000,merchant_supplier,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况,实时在架sku数,text_or_mixed,1.0000,26,37 | 738 | 31,product,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况,主店铺ID,text_or_mixed,1.0000,26,23871 | 22917 | 24236,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况,月份,date_candidate,1.0000,1,2026-07 | 2026-07 | 2026-07,,,date_range=2026-07-01..2026-07-01
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况,GMV,text_or_mixed,1.0000,25,8401.64 | 240366.99 | 460.66,,GMV,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况,之前月份的峰值,text_or_mixed,1.0000,22,9930.24 | 558654.71 | 1496.82,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况,在架天数5天以上sku数,text_or_mixed,0.9333,24,37 | 762 | 32,product,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况,月份差,text_or_mixed,1.0000,7,5 | 5 | 3,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况,商务对接人,text_or_mixed,1.0000,1,高运 | 高运 | 高运,operator,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况,动销店数,text_or_mixed,1.0000,26,30 | 431 | 9,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况,分店GMV,text_or_mixed,1.0000,27,8401.64 | 61834.66 | 460.66,,GMV,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况,新开有效,text_or_mixed,1.0000,2,无效 | 无效 | 无效,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况,一线品牌品类gmv,text_or_mixed,1.0000,21,6525.809999999999 | 214885.86 | 128.7,product,GMV,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况,非重点品gmv,text_or_mixed,1.0000,25,1875.830000000001 | 25481.13 | 331.96,,GMV,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况,之前月份的非重点品峰值,text_or_mixed,1.0000,22,1128.6 | 73409.32999999996 | 702.5,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况,之前月份的重点品峰值,text_or_mixed,1.0000,18,8801.64 | 485245.38 | 1264.06,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况,非重点品增量gmv,text_or_mixed,1.0000,13,747.2300000000005 | 0 | 0,,GMV,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况,重点品增量gmv,text_or_mixed,1.0000,8,0 | 0 | 0,,GMV,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况,保证金水平,text_or_mixed,1.0000,4,50000 | 20000 | 20000,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况,有效计件,text_or_mixed,1.0000,3,0 | 0 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况,商业类型,text_or_mixed,1.0000,5,品牌店 | 分店 | 特殊政策新店,merchant_supplier,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况,开店月份,date_candidate,1.0000,6,2026-01 | 2026-01 | 2026-03,,,date_range=2026-01-01..2026-07-01
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况,首单月份,date_candidate,1.0000,7,2026-02 | 2026-01 | 2026-03,,,date_range=2026-01-01..2026-07-01
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况,增量分享标记,text_or_mixed,1.0000,2,0 | 0 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况,当月是否5万,text_or_mixed,1.0000,2,0 | 1 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况,预估五万达成,text_or_mixed,1.0000,2,0 | 1 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,供应商ID,text_or_mixed,1.0000,35,22679 | 22862 | 22917,merchant_supplier,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,商业开店日期,date_candidate,1.0000,31,20250829 | 20250918 | 20250925,merchant_supplier,,date_range=2025-08-29..2026-07-17
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,商业首单日期,date_candidate,1.0000,31,20250917.0 | 20251017.0 | 20250926.0,merchant_supplier,,date_range=2025-09-17..2026-07-21
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,供应商省份,text_or_mixed,1.0000,7,江西省 | 四川省 | 四川省,merchant_supplier;region,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,状态,text_or_mixed,1.0000,2,有效 | 有效 | 有效,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,商业保证金,text_or_mixed,1.0000,3,100000 | 100000 | 100000,merchant_supplier,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,保证金余额,text_or_mixed,1.0000,20,100000 | 99926.6 | 98782.12,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,business_scope,text_or_mixed,0.9969,29,"6,7,8,12,21 | 0,2,6,8,21,28 | 0,2,3,6,7,8",,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,主营业务关键词,text_or_mixed,0.9969,29,"生活用品,外用,消毒用品,计生用品,化妆品 | 生活用品,医疗器械,保健品,消毒用品,食品,计生用品 | 生活用品,医疗器械,保健品,营养品,计生用品,化妆品",,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,type_scope,text_or_mixed,0.0000,0,,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,busi_scope,text_or_mixed,1.0000,23,"10,11,12,9 | 19,16,12,11,10,9,8,6 | 19,16,12,11,10,9,8,6",,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,分类经营范围,text_or_mixed,0.0000,0,,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,商品经营范围,text_or_mixed,1.0000,21,"医疗器械（一类）,日用品,化妆品,消毒产品 | 医疗器械（一类）,日用品,化妆品,消毒产品,保健食品,医疗器械（二类免备案... | 医疗器械（一类）,日用品,化妆品,消毒产品,保健食品,医疗器械（二类免备案...",product,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,冻结状态,text_or_mixed,1.0000,2,0 | 0 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,实时在架sku数,text_or_mixed,1.0000,33,33 | 148 | 954,product,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,主店铺ID,text_or_mixed,1.0000,32,22679 | 22862 | 22917,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,月份,date_candidate,0.9937,19,2026-07 | 2026-07 | 2026-07,,,date_range=2025-01-01..2026-07-01
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,GMV,text_or_mixed,0.9937,236,23593.68 | 70986.71 | 240366.99,,GMV,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,之前月份的峰值,text_or_mixed,0.9937,76,36585.54 | 476864.78 | 558654.71,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,增量gmv,text_or_mixed,1.0000,86,0 | 0 | 0,,GMV,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,在架天数5天以上sku数,text_or_mixed,0.4245,90,33 | 152 | 965,product,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,日期_dt,date_candidate,0.9937,30,2025-09-17 00:00:00 | 2025-10-17 00:00:00 | 2025-09-26 00:00:00,,,date_range=2025-09-17..2026-07-21
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,参考月份_dt,date_candidate,0.9937,30,2025-10-17 00:00:00 | 2025-11-17 00:00:00 | 2025-10-26 00:00:00,,,date_range=2025-10-17..2026-08-21
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,月份_dt,date_candidate,0.9937,19,2026-07-01 00:00:00 | 2026-07-01 00:00:00 | 2026-07-01 00:00:00,,,date_range=2025-01-01..2026-07-01
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,月份差,text_or_mixed,0.9937,28,9 | 8 | 9,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,商务对接人,text_or_mixed,1.0000,1,高运 | 高运 | 高运,operator,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,简称,text_or_mixed,1.0000,35,江西古戈尔商贸 | 四川众恩德科技 | 成都天蕊贸易,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,供应商证件全称,text_or_mixed,1.0000,35,江西古戈尔商贸有限公司 | 四川众恩德科技有限公司 | 成都天蕊贸易有限公司,merchant_supplier,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,运营名称,text_or_mixed,0.9811,1,高运 | 高运 | 高运,operator,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,一线品牌品类gmv,text_or_mixed,1.0000,195,0 | 46285.55 | 214885.86,product,GMV,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,动销店数,text_or_mixed,0.4969,127,284 | 632 | 1167,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,分店GMV,text_or_mixed,0.4969,146,23593.68 | 70986.71 | 178532.33,,GMV,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,新开有效,text_or_mixed,1.0000,2,无效 | 无效 | 无效,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,非重点品gmv,text_or_mixed,0.9937,234,23593.68 | 24701.16 | 25481.13,,GMV,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,之前月份的非重点品峰值,text_or_mixed,1.0000,72,36585.54 | 40898.06 | 73409.32999999996,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,之前月份的重点品峰值,text_or_mixed,1.0000,58,0 | 442572.18 | 485245.38,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,非重点品增量gmv,text_or_mixed,1.0000,84,0 | 0 | 0,,GMV,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,重点品增量gmv,text_or_mixed,1.0000,66,0 | 0 | 0,,GMV,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,保证金水平,text_or_mixed,1.0000,4,100000 | 100000 | 100000,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,商业类型,text_or_mixed,1.0000,5,普通店 | 普通店 | 普通店,merchant_supplier,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,有效计件,text_or_mixed,1.0000,4,0 | 0 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,开店月份,date_candidate,1.0000,10,2025-08 | 2025-09 | 2025-09,,,date_range=2025-08-01..2026-07-01
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,首单月份,date_candidate,1.0000,12,2025-09 | 2025-10 | 2025-09,,,date_range=2025-09-01..2026-07-01
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-22_sub_高运.xlsx,新开商业情况历史版,增量分享标记,text_or_mixed,1.0000,2,0 | 0 | 0,,,date_range=..
